Name,Team,G,AB,PA,H,1B,2B,3B,HR,TB,RC,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,SecA,EqA,BB%,K%,wRC+,wOBA,WAR,playerid
Luke Voit,NYY,68,213,241,51,32,7,1,11,93,27.88,26,35,21,0,74,7,0,0,12,0,0,0.239,0.328,0.437,0.764,0.296,0.772,8.70%,30.70%,111,0.332,0.4,14811
Miguel Sano,MIN,135,470,532,105,51,24,0,30,219,67.40,68,75,59,2,183,2,1,0,13,2,1,0.223,0.312,0.466,0.778,0.370,0.784,11.10%,34.40%,110,0.332,0.4,12164
Brad Miller,PHI,140,331,377,75,43,9,3,20,150,49.29,53,49,45,2,112,1,0,0,7,3,0,0.227,0.321,0.453,0.774,0.372,0.786,11.90%,29.70%,105,0.331,1,12775
Harrison Bader,STL,103,367,401,98,60,21,1,16,169,55.21,45,50,27,6,85,5,2,0,4,9,4,0.267,0.324,0.460,0.785,0.281,0.799,6.70%,21.20%,110,0.331,3.4,18030
Wil Myers,SDP,146,442,500,113,70,24,2,17,192,64.80,56,63,54,2,141,0,4,0,9,8,5,0.256,0.334,0.434,0.768,0.308,0.784,10.80%,28.20%,109,0.33,1.4,10047
Alejandro Kirk,TOR,60,165,189,40,24,8,0,8,72,22.92,19,24,19,0,22,3,2,0,7,0,0,0.242,0.328,0.436,0.764,0.309,0.778,10.10%,11.60%,106,0.33,0.7,22581
Elias Diaz,COL,106,338,371,83,46,18,1,18,157,44.63,52,44,30,1,60,2,1,0,15,0,0,0.246,0.310,0.464,0.774,0.308,0.779,8.10%,16.20%,92,0.33,1.6,11680
Nico Hoerner,CHC,44,149,170,45,35,10,0,0,55,21.71,13,16,17,3,25,3,1,0,3,5,3,0.302,0.382,0.369,0.751,0.195,0.779,10.00%,14.70%,104,0.33,0.8,21479
Danny Jansen,TOR,70,184,205,41,17,13,0,11,87,25.78,32,28,17,0,44,3,0,1,4,0,0,0.223,0.299,0.473,0.772,0.342,0.776,8.30%,21.50%,105,0.329,1.4,16535
Akil Baddoo,DET,124,413,461,107,67,20,7,13,180,62.77,60,55,45,1,122,0,3,0,5,18,4,0.259,0.330,0.436,0.766,0.320,0.797,9.80%,26.50%,108,0.329,1.9,22168
Nicky Lopez,KCR,151,497,565,149,120,21,6,2,188,75.11,78,43,49,0,74,4,3,12,9,22,1,0.300,0.365,0.378,0.744,0.219,0.791,8.70%,13.10%,106,0.329,4.4,19339
Carson Kelly,ARI,98,304,359,73,48,11,1,13,125,44.17,41,46,44,1,74,6,5,0,10,0,0,0.240,0.343,0.411,0.754,0.316,0.774,12.30%,20.60%,103,0.328,1.7,13620
Jake Meyers,HOU,49,146,163,38,24,8,0,6,64,22.57,22,28,10,0,50,4,1,2,0,3,0,0.260,0.323,0.438,0.761,0.267,0.787,6.10%,30.70%,111,0.328,1.1,20308
Austin Hays,BAL,131,488,529,125,73,26,4,22,225,67.71,73,71,28,0,107,9,1,3,9,4,3,0.256,0.308,0.461,0.769,0.264,0.775,5.30%,20.20%,106,0.328,2.4,19363
Ian Happ,CHC,148,465,535,105,59,20,1,25,202,66.64,63,66,62,0,156,5,1,2,12,9,2,0.226,0.323,0.434,0.757,0.357,0.777,11.60%,29.20%,103,0.328,1.3,17919
Andrew Benintendi,KCR,134,493,538,136,90,27,2,17,218,71.40,63,73,36,0,97,2,6,1,2,8,9,0.276,0.324,0.442,0.766,0.237,0.775,6.70%,18.00%,106,0.328,2.1,17901
Lane Thomas,- - -,77,226,264,53,29,15,2,7,93,32.52,35,28,37,1,63,0,1,0,6,6,3,0.235,0.341,0.412,0.752,0.354,0.775,14.00%,23.90%,103,0.328,0.5,16939
Ramon Laureano,OAK,88,341,378,84,47,21,2,14,151,49.07,43,39,27,0,98,9,1,0,4,12,5,0.246,0.317,0.443,0.760,0.296,0.780,7.10%,25.90%,111,0.327,2.1,17128
Steven Duggar,SFG,107,268,297,69,42,14,5,8,117,40.32,45,35,27,3,88,2,0,0,4,7,0,0.257,0.330,0.437,0.767,0.306,0.790,9.10%,29.60%,107,0.327,2.1,17719
Austin Meadows,TBR,142,518,591,121,62,29,3,27,237,78.55,79,106,59,3,122,6,8,0,4,4,3,0.234,0.315,0.458,0.772,0.340,0.785,10.00%,20.60%,113,0.327,2,15672
Josh Rojas,ARI,139,484,550,128,82,32,3,11,199,70.70,69,44,58,1,137,0,3,1,7,9,4,0.264,0.341,0.411,0.752,0.277,0.772,10.50%,24.90%,102,0.327,2,19734
Matt Duffy,CHC,97,289,322,83,66,12,0,5,110,37.43,45,30,25,0,63,7,1,0,16,8,1,0.287,0.357,0.381,0.738,0.204,0.768,7.80%,19.60%,102,0.327,1.5,13836
Max Stassi,LAA,87,282,319,68,43,11,1,13,120,39.09,45,35,28,0,101,8,1,0,8,0,0,0.241,0.326,0.426,0.752,0.284,0.762,8.80%,31.70%,107,0.327,2.9,10059
Chas McCormick,HOU,108,284,320,73,47,12,0,14,127,41.64,47,50,25,0,104,4,7,0,5,4,2,0.257,0.319,0.447,0.766,0.285,0.787,7.80%,32.50%,109,0.327,1.9,19599
Trey Mancini,BAL,147,556,616,142,87,33,1,21,240,75.29,77,71,51,4,143,8,1,0,19,0,0,0.255,0.326,0.432,0.758,0.268,0.765,8.30%,23.20%,105,0.326,0.6,15149
Mike Yastrzemski,SFG,139,468,532,105,49,28,3,25,214,70.87,75,71,51,4,131,9,3,1,3,4,0,0.224,0.311,0.457,0.768,0.350,0.782,9.60%,24.60%,106,0.326,2.2,14854
Kevin Plawecki,BOS,64,157,173,45,35,7,0,3,61,21.18,15,15,12,0,26,3,0,1,4,0,0,0.287,0.349,0.389,0.737,0.178,0.749,6.90%,15.00%,102,0.325,0.5,13807
Andy Ibanez,TEX,76,253,272,70,46,15,2,7,110,34.38,31,25,15,0,35,2,1,1,6,0,0,0.277,0.321,0.435,0.756,0.217,0.763,5.50%,12.90%,107,0.325,1,18819
Yandy Diaz,TBR,134,465,541,119,85,20,1,13,180,66.27,62,64,69,4,85,3,4,0,11,1,1,0.256,0.353,0.387,0.740,0.280,0.760,12.80%,15.70%,111,0.325,1.8,16578
Christian Yelich,MIL,117,399,475,99,69,19,2,9,149,59.70,70,51,70,5,113,3,3,0,5,9,3,0.248,0.362,0.373,0.736,0.316,0.768,14.70%,23.80%,101,0.325,1.5,11477
Alcides Escobar,WSN,75,319,349,92,65,21,2,4,129,46.33,53,28,17,0,56,9,2,2,2,3,0,0.288,0.340,0.404,0.744,0.179,0.763,4.90%,16.00%,100,0.325,1.7,6310
Daniel Vogelbach,MIL,93,215,258,47,30,8,0,9,82,30.25,30,24,43,1,57,0,0,0,6,0,0,0.219,0.349,0.381,0.730,0.363,0.750,16.70%,22.10%,101,0.325,0.1,14130
Josh Harrison,- - -,138,505,558,141,98,33,2,8,202,69.82,58,60,31,0,75,18,3,0,9,9,5,0.279,0.341,0.400,0.741,0.190,0.758,5.60%,13.40%,103,0.325,1.5,8202
Donovan Solano,SFG,101,307,344,86,62,17,0,7,124,43.31,35,31,25,2,58,7,4,1,8,2,0,0.280,0.344,0.404,0.748,0.212,0.769,7.30%,16.90%,105,0.324,1.1,8623
Adam Duvall,- - -,146,513,555,117,60,17,2,38,252,71.42,67,113,35,1,174,4,3,0,7,5,0,0.228,0.281,0.491,0.772,0.341,0.782,6.30%,31.40%,103,0.324,2.4,10950
Jonathan Schoop,DET,156,623,674,173,120,30,1,22,271,85.70,85,84,37,0,133,6,8,0,15,2,0,0.278,0.320,0.435,0.755,0.220,0.769,5.50%,19.70%,105,0.324,1.5,11265
Jorge Soler,- - -,149,516,602,115,61,27,0,27,223,72.47,74,70,67,0,142,6,5,0,12,0,0,0.223,0.316,0.432,0.749,0.339,0.762,11.10%,23.60%,101,0.323,-0.2,14221
Jake Fraley,SEA,78,214,265,45,29,7,0,9,79,32.54,27,36,46,1,71,2,2,1,3,10,2,0.210,0.352,0.369,0.721,0.411,0.773,17.40%,26.80%,109,0.322,0.5,19260
Dansby Swanson,ATL,160,588,653,146,84,33,2,27,264,84.71,78,88,52,4,167,5,7,1,7,9,3,0.248,0.311,0.449,0.760,0.299,0.778,8.00%,25.60%,98,0.322,3.2,18314
Omar Narvaez,MIL,123,391,445,104,73,20,0,11,157,53.67,54,49,41,3,84,7,6,0,13,0,0,0.266,0.342,0.402,0.743,0.240,0.762,9.20%,18.90%,99,0.322,2.8,13338
Daulton Varsho,ARI,95,284,315,70,40,17,2,11,124,41.04,41,38,30,3,67,0,0,1,4,6,0,0.246,0.318,0.437,0.755,0.317,0.776,9.50%,21.30%,98,0.322,2,19918
Ben Gamel,- - -,122,340,400,84,55,18,3,8,132,46.94,43,26,51,2,105,3,4,2,7,3,6,0.247,0.347,0.388,0.735,0.282,0.752,12.80%,26.30%,101,0.322,1.2,12160
Edmundo Sosa,STL,113,288,326,78,60,8,4,6,112,38.14,39,27,17,2,63,17,2,1,8,4,4,0.271,0.346,0.389,0.735,0.177,0.751,5.20%,19.30%,104,0.322,1.6,17022
Michael Conforto,NYM,125,406,479,94,60,20,0,14,156,55.24,52,55,59,3,104,12,2,0,14,1,0,0.232,0.344,0.384,0.729,0.300,0.750,12.30%,21.70%,106,0.322,0.8,16376
Luis Arraez,MIN,121,428,479,126,101,17,6,2,161,58.90,58,42,43,2,48,2,6,0,9,2,2,0.294,0.357,0.376,0.733,0.182,0.753,9.00%,10.00%,103,0.321,1.8,18568
Austin Slater,SFG,129,274,306,66,41,12,1,12,116,38.28,39,32,28,2,84,4,0,0,7,15,2,0.241,0.320,0.423,0.744,0.332,0.783,9.20%,27.50%,103,0.321,1.8,16153
Abraham Almonte,ATL,64,148,175,32,15,12,0,5,59,20.99,20,19,26,0,38,0,1,0,2,1,1,0.216,0.331,0.399,0.730,0.358,0.749,14.90%,21.70%,97,0.321,-0.1,5486
Yadiel Hernandez,WSN,112,264,289,72,54,8,1,9,109,34.10,33,32,22,1,59,1,2,0,11,3,0,0.273,0.329,0.413,0.742,0.235,0.760,7.60%,20.40%,98,0.32,0.2,19334
Trent Grisham,SDP,132,462,527,112,66,28,3,15,191,64.18,61,62,54,2,119,6,4,1,10,13,5,0.242,0.327,0.413,0.740,0.305,0.766,10.20%,22.60%,103,0.32,2.1,18564
Kyle Lewis,SEA,36,130,147,32,23,4,0,5,51,18.44,15,11,16,0,37,1,0,0,1,2,0,0.246,0.333,0.392,0.726,0.285,0.748,10.90%,25.20%,107,0.32,0.3,19508
Francisco Mejia,TBR,84,250,277,65,41,15,3,6,104,34.31,31,35,17,0,49,7,2,1,4,0,0,0.260,0.322,0.416,0.738,0.224,0.751,6.10%,17.70%,108,0.32,1.4,16403
Jonathan Villar,NYM,142,454,505,113,75,18,2,18,189,61.82,63,42,46,2,132,3,0,2,6,14,7,0.249,0.322,0.416,0.738,0.284,0.758,9.10%,26.10%,105,0.32,2.1,10071
Eric Hosmer,SDP,151,509,565,137,97,28,0,12,201,66.88,53,65,48,2,99,5,2,1,13,5,4,0.269,0.337,0.395,0.732,0.222,0.746,8.50%,17.50%,102,0.319,0,3516
Ryan Zimmerman,WSN,110,255,273,62,32,16,0,14,120,31.64,27,46,16,0,77,0,2,0,9,0,0,0.243,0.286,0.471,0.756,0.290,0.762,5.90%,28.20%,97,0.319,0.4,4220
Lorenzo Cain,MIL,78,257,286,66,45,13,0,8,103,35.76,40,36,26,0,48,2,1,0,5,13,2,0.257,0.329,0.401,0.729,0.288,0.770,9.10%,16.80%,97,0.319,1.8,9077
Jace Peterson,MIL,94,259,302,64,46,11,1,6,95,38.16,36,31,38,0,68,3,2,0,1,10,1,0.247,0.348,0.367,0.714,0.301,0.759,12.60%,22.50%,97,0.318,0.9,12325
Tommy Pham,SDP,155,475,561,109,68,24,2,15,182,66.10,74,49,78,3,128,4,4,0,10,14,6,0.229,0.340,0.383,0.724,0.335,0.756,13.90%,22.80%,102,0.318,1.5,2967
Pavin Smith,ARI,145,498,545,133,91,27,4,11,201,65.89,68,49,42,1,106,4,1,0,11,1,0,0.267,0.328,0.404,0.732,0.223,0.743,7.70%,19.40%,96,0.318,0.3,19892
Sam Hilliard,COL,81,214,238,46,23,7,2,14,99,31.49,32,34,23,3,87,1,0,0,0,5,0,0.215,0.294,0.463,0.757,0.379,0.776,9.70%,36.60%,85,0.318,0.5,17954
Colin Moran,PIT,99,318,359,82,60,12,0,10,124,43.17,29,50,36,0,87,2,3,0,6,1,0,0.258,0.334,0.390,0.724,0.248,0.743,10.00%,24.20%,98,0.318,-0.2,16909
Yermin Mercedes,CHW,68,240,262,65,48,9,1,7,97,30.58,26,37,20,1,46,1,1,0,7,0,1,0.271,0.328,0.404,0.732,0.213,0.740,7.60%,17.60%,102,0.317,0.1,17423
Corey Dickerson,- - -,109,336,365,91,62,18,5,6,137,42.88,43,29,25,1,68,3,1,0,8,6,5,0.271,0.326,0.408,0.734,0.214,0.745,6.80%,18.60%,100,0.317,0.8,10762
Eloy Jimenez,CHW,55,213,231,53,33,10,0,10,93,26.29,23,37,16,0,57,1,1,0,8,0,0,0.249,0.303,0.437,0.740,0.263,0.747,6.90%,24.70%,101,0.317,0.2,17484
Joey Wendle,TBR,136,460,501,122,76,31,4,11,194,60.36,73,54,28,4,113,10,3,0,9,8,6,0.265,0.319,0.422,0.741,0.222,0.753,5.60%,22.60%,106,0.317,2.6,13853
Francisco Lindor,NYM,125,452,524,104,65,16,3,20,186,62.88,73,63,58,4,96,5,3,6,7,10,4,0.230,0.322,0.412,0.734,0.323,0.759,11.10%,18.30%,103,0.317,2.7,12916
Ehire Adrianza,ATL,109,182,209,45,29,9,2,5,73,24.82,32,28,21,0,42,2,3,1,4,0,0,0.247,0.327,0.401,0.728,0.269,0.749,10.00%,20.10%,94,0.316,0.2,8418
Eric Haase,DET,98,351,381,81,46,12,1,22,161,43.82,48,61,26,0,119,2,2,0,11,2,0,0.231,0.286,0.459,0.745,0.308,0.755,6.80%,31.20%,100,0.316,1,14111
Eddie Rosario,- - -,111,379,412,98,62,19,3,14,165,51.80,42,62,26,0,61,1,4,2,4,11,3,0.259,0.305,0.435,0.740,0.266,0.766,6.30%,14.80%,98,0.316,0.9,12155
Kyle Farmer,CIN,147,483,529,127,87,22,2,16,201,60.24,60,63,22,1,97,18,5,1,16,2,3,0.263,0.316,0.416,0.732,0.197,0.743,4.20%,18.30%,91,0.316,1.6,14813
Austin Nola,SDP,56,173,194,47,33,12,0,2,65,23.05,15,29,14,0,19,5,2,0,2,0,1,0.272,0.340,0.376,0.716,0.179,0.731,7.20%,9.80%,100,0.316,1,15941
Amed Rosario,CLE,141,550,588,155,113,25,6,11,225,73.05,77,57,31,0,120,3,4,0,12,13,0,0.282,0.321,0.409,0.731,0.207,0.756,5.30%,20.40%,99,0.315,2.7,15518
Joc Pederson,- - -,137,429,481,102,62,19,3,18,181,56.07,55,61,39,0,117,8,5,0,9,2,3,0.238,0.310,0.422,0.732,0.273,0.744,8.10%,24.30%,94,0.315,0.6,11899
Manny Pina,MIL,75,180,208,34,15,6,0,13,79,23.72,27,33,22,0,38,5,1,0,4,0,0,0.189,0.293,0.439,0.732,0.372,0.743,10.60%,18.30%,95,0.315,1.5,2829
